         3297113 function calls (3264112 primitive calls) in 2.553 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 __about__.py:5(<module>)
       20    0.000    0.000    0.000    0.000 enum.py:443(__members__)
      103    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        8    0.000    0.000    0.000    0.000 enum.py:434(__iter__)
        5    0.000    0.000    0.000    0.000 datetime.py:428(_check_time_fields)
        3    0.000    0.000    0.000    0.000 core.py:687(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:1270(__new__)
        4    0.000    0.000    0.000    0.000 __init__.py:134(_declare_state)
        1    0.000    0.000    0.000    0.000 widgets.py:1814(_SelectorWidget)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 observer.py:2(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:99(version_info)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:61(<genexpr>)
        2    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        6    0.000    0.000    0.000    0.000 plistlib.py:264(end_string)
        1    0.000    0.000    0.000    0.000 windows_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:133(Bar)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:27(FontconfigPatternParser)
        4    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 policies.py:18(QNetwork)
        1    0.000    0.000    0.000    0.000 pathlib.py:1066(Path)
        2    0.000    0.000    0.000    0.000 __init__.py:1436(info)
       29    0.000    0.000    0.000    0.000 _decorator.py:14(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:18(TextToPath)
       12    0.000    0.000    0.000    0.000 legend_handler.py:63(__init__)
      105    0.000    0.000    0.000    0.000 inspect.py:367(<lambda>)
        2    0.000    0.000    0.000    0.000 datetime.py:823(__new__)
        1    0.000    0.000    0.000    0.000 cmd.py:13(Command)
        1    0.000    0.000    0.000    0.000 tarfile.py:714(TarInfo)
       76    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:149(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 dir_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:82(Term)
        1    0.000    0.000    0.000    0.000 rolling.py:112(BaseWindow)
        1    0.000    0.000    0.000    0.000 excel.py:96(CSSToExcelConverter)
        1    0.000    0.000    0.000    0.000 dates.py:642(ConciseDateFormatter)
        7    0.000    0.000    0.000    0.000 functools.py:958(__init__)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quasirandom.py:5(SobolEngine)
        1    0.000    0.000    0.000    0.000 transforms.py:235(BboxBase)
        3    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _osx_support.py:314(_override_all_archs)
        1    0.000    0.000    0.000    0.000 stata.py:2163(StataWriter)
        1    0.000    0.000    0.000    0.000 backend_bases.py:149(RendererBase)
       56    0.000    0.000    0.000    0.000 __init__.py:1825(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:950(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 tarfile.py:1434(TarFile)
        1    0.000    0.000    0.000    0.000 ImageChops.py:18(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:278(__getattr__)
        3    0.000    0.000    0.000    0.000 core.py:689(<listcomp>)
       64    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:10(_ConvNd)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.000    0.000 types.py:244(coroutine)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _enums.py:115(<listcomp>)
       43    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 locale.py:469(_parse_localename)
        2    0.000    0.000    0.000    0.000 core.py:4866(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 policies.py:20(Actor)
       11    0.000    0.000    0.000    0.000 dataclasses.py:924(<listcomp>)
        1    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:7(OneHotCategorical)
        1    0.000    0.000    0.000    0.000 dviread.py:976(_LuatexKpsewhich)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
       11    0.000    0.000    0.000    0.000 dataclasses.py:940(<listcomp>)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 ordered_set.py:42(OrderedSet)
        1    0.000    0.000    0.000    0.000 loss.py:1488(TripletMarginWithDistanceLoss)
        1    0.000    0.000    0.000    0.000 apply.py:640(NDFrameApply)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
        1    0.000    0.000    0.000    0.000 metadata.py:545(distributions)
        1    0.000    0.000    0.000    0.000 __init__.py:424(validate)
        1    0.000    0.000    0.000    0.000 _reduction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:252(BooleanArray)
        1    0.000    0.000    0.000    0.000 ast.py:67(_convert_num)
       49    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        1    0.000    0.000    0.000    0.000 sparse.py:12(Embedding)
        1    0.000    0.000    0.000    0.000 reductions.py:44(__init__)
        1    0.000    0.000    0.000    0.000 info.py:1062(SeriesTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 core.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        5    0.000    0.000    0.000    0.000 os.py:758(decode)
       35    0.000    0.000    0.000    0.000 datetime.py:383(_check_int_field)
        2    0.000    0.000    0.000    0.000 __init__.py:5(VendorImporter)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 transformer.py:301(TransformerEncoderLayer)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        2    0.000    0.000    0.000    0.000 overrides.py:1734(_wrap_torch_function)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
        6    0.000    0.000    0.000    0.000 rcsetup.py:224(validate_fonttype)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       34    0.000    0.000    0.000    0.000 invalid.py:38(make_invalid_op)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
        3    0.000    0.000    0.000    0.000 rcsetup.py:395(_validate_mathtext_fallback)
       10    0.000    0.000    0.000    0.000 axis.py:1979(_make_getset_interval)
       27    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2580(Distribution)
        1    0.000    0.000    0.000    0.000 core.py:259(<listcomp>)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:10(TransformedDistribution)
        4    0.000    0.000    0.000    0.000 linalg.py:129(_realType)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 autonotebook.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:331(BakomaFonts)
        1    0.000    0.000    0.000    0.000 dirichlet.py:29(Dirichlet)
       17    0.000    0.000    0.000    0.000 cycler.py:386(<dictcomp>)
        1    0.000    0.000    0.000    0.000 is_from_package.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frontend.py:503(StmtBuilder)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
       80    0.000    0.000    0.000    0.000 core.py:774(postParse)
        2    0.000    0.000    0.000    0.000 linear.py:11(Linear)
       53    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 core.py:1322(make_mask_descr)
        1    0.000    0.000    0.000    0.000 utils.py:13(LinearBlockSparsePattern)
       17    0.000    0.000    0.000    0.000 inference.py:321(is_hashable)
        3    0.000    0.000    0.000    0.000 legend_handler.py:289(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:18(PolarTransform)
        1    0.000    0.000    0.000    0.000 random.py:101(Random)
        4    0.000    0.000    0.000    0.000 core.py:3201(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 fusion.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 info.py:368(BaseInfo)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:13(autocast)
        1    0.000    0.000    0.000    0.000 grouper.py:436(Grouping)
       56    0.000    0.000    0.000    0.000 pathlib.py:530(_select_from)
        2    0.000    0.000    0.000    0.000 config.py:642(_warn_if_deprecated)
       67    0.000    0.000    0.000    0.000 core.py:1875(recurse)
        1    0.000    0.000    0.000    0.000 datetime.py:793(date)
        1    0.000    0.000    0.000    0.000 frequencies.py:206(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:10(SecondaryAxis)
        2    0.000    0.000    0.000    0.000 context.py:96(ExceptionTrap)
        1    0.000    0.000    0.000    0.000 __init__.py:661(ByteStorage)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:241(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:886(createLock)
       43    0.000    0.000    0.000    0.000 _decorators.py:252(future_version_msg)
        9    0.000    0.000    0.000    0.000 _builtins.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
       46    0.000    0.000    0.000    0.000 deprecation.py:176(__set_name__)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3164(ndim)
       29    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 object_array.py:28(ObjectStringArrayMixin)
        1    0.000    0.000    0.000    0.000 _base.py:498(BaseExcelReader)
       16    0.000    0.000    0.000    0.000 take.py:349(_view_wrapper)
        1    0.000    0.000    0.000    0.000 activation.py:884(MultiheadAttention)
        4    0.000    0.000    0.000    0.000 __init__.py:8(set_module)
       41    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 core.py:8(Env)
        1    0.000    0.000    0.000    0.000 polynomial.py:1076(poly1d)
        1    0.000    0.000    0.000    0.000 core.py:1308(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.000    0.000 rnn.py:164(LSTMCell)
        1    0.000    0.000    0.000    0.000 concat.py:362(JoinUnit)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
       12    0.000    0.000    0.000    0.000 patches.py:2181(<genexpr>)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:151(<listcomp>)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 msvc.py:1195(EnvironmentInfo)
        1    0.000    0.000    0.000    0.000 _binary.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
        1    0.000    0.000    0.000    0.000 buffers.py:153(ReplayBuffer)
        9    0.000    0.000    0.000    0.000 _apply_pyprojecttoml.py:275(_attrgetter)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1542(DatelikeOps)
        1    0.000    0.000    0.000    0.000 __init__.py:598(RcParams)
        1    0.000    0.000    0.000    0.000 distributions.py:405(StateDependentNoiseDistribution)
        1    0.000    0.000    0.000    0.000 metadata.py:162(Distribution)
        6    0.000    0.000    0.000    0.000 plistlib.py:234(end_key)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 nonreduce_axis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sre_parse.py:1066(expand_template)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:838(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:791(Thread)
        1    0.000    0.000    0.000    0.000 datetime.py:1594(datetime)
        1    0.000    0.000    0.000    0.000 metadata.py:198(discover)
        1    0.000    0.000    0.000    0.000 __init__.py:385(Deprecated)
       61    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       24    0.000    0.000    0.000    0.000 function.py:37(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:542(set)
        5    0.000    0.000    0.000    0.000 __init__.py:20(is_available)
        1    0.000    0.000    0.000    0.000 figure.py:116(SubplotParams)
        1    0.000    0.000    0.000    0.000 legend_handler.py:657(__init__)
        1    0.000    0.000    0.000    0.000 distributions.py:115(DiagGaussianDistribution)
        2    0.000    0.000    0.000    0.000 core.py:4983(SkipTo)
        1    0.000    0.000    0.000    0.000 __init__.py:674(ByteStorage)
        1    0.000    0.000    0.000    0.000 rnn.py:216(GRUCell)
        1    0.000    0.000    0.000    0.000 base.py:39(ExtensionDtype)
